params.learning_rate,R_mean,RMSE_mean,MAE_mean
0.03,0.9666969709073685,161.4713527880198,94.17377873864422
0.05,0.9672143674139397,160.14826233902767,93.39130870581559
0.1,0.9668346256779379,161.1613349325796,94.47134750718585
