params.min_samples_leaf,R_mean,RMSE_mean,MAE_mean
10,0.9670984082507211,160.41609684508362,92.91095753210035
20,0.9670948317678639,160.44671689034422,93.68669972461706
30,0.9665527239806609,161.9181363241992,95.43877769492826
