params.max_leaf_nodes,R_mean,RMSE_mean,MAE_mean
15,0.9649580271174977,165.52033610346496,98.70838960068478
31,0.9679247260446933,158.58762883219805,92.12534655921391
63,0.9678632108370552,158.67298512396405,91.20269879174697
